timestep,location
0,6
1,6
2,6
3,6
4,6
5,6
6,6
7,6
8,6
9,6
10,6
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,7
19,7
20,7
21,8
22,9
23,10
24,11
25,12
26,13
27,14
28,14
29,29
30,29
31,14
32,29
33,28
34,27
35,26
36,25
37,25
38,24
39,24
40,23
41,23
42,22
43,21
44,21
45,21
46,21
47,21
48,21
49,21
50,21
51,21
52,21
53,36
54,36
55,36
56,36
57,36
58,36
59,36
60,36
61,21
62,6
63,6
64,6
65,6
66,6
67,6
68,6
69,6
70,6
71,6
72,6
73,6
74,6
75,6
76,6
77,6
78,6
79,6
80,21
81,21
82,21
83,21
84,21
85,21
86,21
87,21
88,21
89,21
90,21
91,21
92,21
93,21
94,21
95,21
96,21
97,21
98,21
99,21
100,21
101,21
102,21
103,21
104,21
105,21
106,21
107,21
108,21
109,21
110,21
111,21
112,21
113,21
114,21
115,21
116,21
117,21
118,21
119,21
120,21
121,21
122,21
123,22
124,22
125,37
126,37
127,37
128,37
129,37
130,37
131,37
132,37
133,37
134,37
135,37
136,37
137,37
138,37
139,37
140,37
141,37
142,37
143,37
144,37
145,37
146,37
147,37
148,37
149,37
150,37
151,37
152,37
153,37
154,37
155,37
156,37
157,37
158,37
159,37
160,37
161,37
162,37
163,37
164,37
165,37
166,22
167,7
168,7
169,7
170,7
171,7
172,7
173,7
174,7
175,7
176,7
177,7
178,7
179,7
180,8
181,9
182,10
183,11
184,11
185,11
186,12
187,13
188,14
189,14
190,15
191,16
192,17
193,18
194,19
195,19
196,19
197,20
198,20
199,20
200,20
201,20
202,20
203,20
204,20
205,20
206,20
207,20
208,20
209,20
210,20
211,20
212,20
213,20
214,20
215,20
216,20
217,20
218,20
219,20
220,20
221,20
222,20
223,20
224,20
225,20
226,20
227,19
228,19
229,18
230,18
231,17
232,16
233,15
234,14
235,13
236,13
237,12
238,11
239,10
240,25
241,10
242,10
243,10
244,10
245,10
246,10
247,10
248,10
249,10
250,10
251,10
252,10
253,10
254,10
255,10
256,10
257,10
258,10
259,10
260,10
261,10
262,10
263,10
264,10
265,10
266,10
267,10
268,10
269,10
270,10
271,10
272,10
273,10
274,10
275,10
276,10
277,10
278,10
279,10
280,10
281,10
282,10
283,10
284,10
285,10
286,10
287,10
288,10
289,10
290,10
291,10
292,10
293,10
294,10
295,10
296,10
297,10
298,10
299,10
300,10
301,10
302,10
303,10
304,10
305,10
306,10
307,10
308,10
309,10
310,10
311,10
312,10
313,10
314,10
315,10
316,10
317,10
318,10
319,10
320,10
321,10
322,9
323,8
324,23
325,23
326,23
327,22
328,21
329,21
330,21
331,21
332,21
333,21
334,21
335,21
336,21
337,21
338,21
339,21
340,22
341,22
342,22
343,23
344,24
345,25
346,26
347,27
348,28
349,28
350,29
351,30
352,30
353,31
354,32
355,33
356,34
357,34
358,35
359,35
360,35
361,35
362,35
363,35
364,35
365,35
366,35
367,35
368,20
369,20
370,5
371,5
372,4
373,5
374,5
375,5
376,5
377,5
378,5
379,5
380,5
381,5
382,5
383,5
384,5
385,5
386,5
387,5
388,5
389,5
390,20
391,35
392,35
393,35
394,35
395,35
396,35
397,35
398,35
399,35
400,35
401,35
402,35
403,35
404,35
405,35
406,35
407,35
408,35
409,35
410,35
411,34
412,33
413,33
414,33
415,48
416,54
417,54
418,54
419,53
420,52
421,51
422,51
423,51
424,51
425,51
426,51
427,51
428,51
429,51
430,51
431,51
432,51
433,51
434,51
435,51
436,51
437,51
438,51
439,51
440,51
441,51
442,51
443,51
444,51
445,51
446,51
447,51
448,51
449,51
450,51
451,51
452,51
453,51
454,51
455,51
456,51
457,51
458,51
459,51
460,51
461,51
462,51
463,51
464,51
465,51
466,51
467,51
468,51
469,51
470,51
471,51
472,51
473,51
474,51
475,51
476,51
477,52
478,53
479,53
480,54
481,54
482,48
483,33
484,18
485,3
486,3
487,3
488,3
489,3
490,3
491,4
492,5
493,5
494,5
495,5
496,5
497,5
498,5
499,5
500,5
501,5
502,5
503,4
504,3
505,2
506,1
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,1
537,2
538,17
539,16
540,16
541,16
542,15
543,15
544,15
545,14
546,13
547,12
548,12
549,13
550,13
551,13
552,14
553,15
554,15
555,16
556,16
557,17
558,18
559,3
560,3
561,3
562,3
563,3
564,3
565,3
566,3
567,3
568,3
569,3
570,3
571,3
572,3
573,3
574,3
575,3
576,3
577,3
578,3
579,3
580,3
581,3
582,3
583,3
584,3
585,3
586,3
587,3
588,3
589,3
590,3
591,3
592,3
593,3
594,3
595,3
596,2
597,1
598,1
599,0
600,0
601,0
602,0
603,0
604,15
605,15
606,15
607,30
608,45
609,51
610,51
611,51
612,51
613,51
614,51
615,45
616,30
617,29
618,28
619,27
620,27
621,26
622,26
623,25
624,24
625,24
626,24
627,23
628,22
629,21
630,21
631,21
632,21
633,21
634,21
635,21
636,21
637,21
638,21
639,21
640,21
641,21
642,21
643,21
644,21
645,21
646,21
647,21
648,21
649,21
650,21
651,21
652,21
653,21
654,21
655,21
656,21
657,21
658,21
659,21
660,6
661,6
662,6
663,6
664,6
665,6
666,6
667,6
668,6
669,21
670,22
671,23
672,23
673,24
674,25
675,26
676,26
677,27
678,27
679,27
680,27
681,28
